site_code,monitor_time,ammonia_nitrogen
5,2015/12/1 0:00,1.05
5,2015/12/1 4:00,1.05
5,2015/12/1 8:00,1.01
5,2015/12/1 12:00,1.01
5,2015/12/1 16:00,1.01
5,2015/12/1 20:00,1.01
5,2015/12/2 0:00,1.01
5,2015/12/2 4:00,1.01
5,2015/12/2 8:00,1.01
5,2015/12/2 12:00,1.01
5,2015/12/2 16:00,1.01
5,2015/12/2 20:00,1.01
5,2015/12/3 0:00,1.01
5,2015/12/3 4:00,1.01
5,2015/12/3 8:00,1.01
5,2015/12/3 12:00,1.01
5,2015/12/3 16:00,1.01
5,2015/12/3 20:00,1.01
5,2015/12/4 0:00,1.01
5,2015/12/4 4:00,1.01
5,2015/12/4 8:00,1.01
5,2015/12/4 12:00,1.01
5,2015/12/4 16:00,1.01
5,2015/12/4 20:00,1.01
5,2015/12/5 0:00,1.01
5,2015/12/5 4:00,1.01
5,2015/12/5 8:00,1.01
5,2015/12/5 12:00,1.01
5,2015/12/5 16:00,1.01
5,2015/12/5 20:00,1.01
5,2015/12/6 0:00,1.01
5,2015/12/6 4:00,1.01
5,2015/12/6 8:00,1.01
5,2015/12/6 12:00,1.01
5,2015/12/6 16:00,1.01
5,2015/12/6 20:00,1.01
5,2015/12/7 0:00,1.01
5,2015/12/7 4:00,1.01
5,2015/12/7 8:00,1.01
5,2015/12/7 12:00,2.27
5,2015/12/7 16:00,1.32
5,2015/12/7 20:00,1.32
5,2015/12/8 0:00,1.19
5,2015/12/8 4:00,1.07
5,2015/12/8 8:00,0.99
5,2015/12/8 12:00,1.24
5,2015/12/8 16:00,1.24
5,2015/12/8 20:00,2.26
5,2015/12/9 0:00,0.93
5,2015/12/9 4:00,1.1
5,2015/12/9 8:00,1.63
5,2015/12/9 12:00,1.39
5,2015/12/9 16:00,1.41
5,2015/12/9 20:00,1.45
5,2015/12/10 0:00,2.09
5,2015/12/10 4:00,1.64
5,2015/12/10 8:00,1.56
5,2015/12/10 12:00,1.6
5,2015/12/10 16:00,1.57
5,2015/12/10 20:00,1.49
5,2015/12/11 0:00,1.39
5,2015/12/11 4:00,1.23
5,2015/12/11 8:00,1.25
5,2015/12/11 12:00,1.33
5,2015/12/11 16:00,1.1
5,2015/12/11 20:00,1.24
5,2015/12/12 0:00,1.07
5,2015/12/12 4:00,1.12
5,2015/12/12 8:00,1.2
5,2015/12/12 12:00,1.04
5,2015/12/12 16:00,1.17
5,2015/12/12 20:00,1.15
5,2015/12/13 0:00,1.15
5,2015/12/13 4:00,1.15
5,2015/12/13 8:00,1.2
5,2015/12/13 12:00,1.17
5,2015/12/13 16:00,1.16
5,2015/12/13 20:00,1.19
5,2015/12/14 0:00,1.25
5,2015/12/14 4:00,1.26
5,2015/12/14 8:00,1.15
5,2015/12/14 12:00,1.1
5,2015/12/14 16:00,0.93
5,2015/12/14 20:00,1.1
5,2015/12/15 0:00,0.94
5,2015/12/15 4:00,1.02
5,2015/12/15 8:00,1.08
5,2015/12/15 12:00,1.04
5,2015/12/15 16:00,0.91
5,2015/12/15 20:00,0.93
5,2015/12/16 0:00,1
5,2015/12/16 4:00,1
5,2015/12/16 8:00,1
5,2015/12/16 12:00,0.94
5,2015/12/16 16:00,0.96
5,2015/12/16 20:00,1.04
5,2015/12/17 0:00,1.02
5,2015/12/17 4:00,1.01
5,2015/12/17 8:00,1.01
5,2015/12/17 12:00,1.08
5,2015/12/17 16:00,0.94
5,2015/12/17 20:00,1.06
5,2015/12/18 0:00,1.07
5,2015/12/18 4:00,1.05
5,2015/12/18 8:00,1.1
5,2015/12/18 12:00,0.97
5,2015/12/18 16:00,1.09
5,2015/12/18 20:00,0.99
5,2015/12/19 0:00,0.99
5,2015/12/19 4:00,0.99
5,2015/12/19 8:00,0.91
5,2015/12/19 12:00,0.96
5,2015/12/19 16:00,0.9
5,2015/12/19 20:00,0.87
5,2015/12/20 0:00,0.87
5,2015/12/20 4:00,0.8
5,2015/12/20 8:00,0.86
5,2015/12/20 12:00,0.86
5,2015/12/20 16:00,0.83
5,2015/12/20 20:00,0.87
5,2015/12/21 0:00,0.97
5,2015/12/21 4:00,0.91
5,2015/12/21 8:00,0.87
5,2015/12/21 12:00,0.9
5,2015/12/21 16:00,0.91
5,2015/12/21 20:00,0.89
5,2015/12/22 0:00,0.85
5,2015/12/22 4:00,0.96
5,2015/12/22 8:00,0.85
5,2015/12/22 12:00,0.85
5,2015/12/22 16:00,0.83
5,2015/12/22 20:00,0.9
5,2015/12/23 0:00,0.88
5,2015/12/23 4:00,0.88
5,2015/12/23 8:00,0.94
5,2015/12/23 12:00,0.91
5,2015/12/23 16:00,1.75
5,2015/12/23 20:00,1.79
5,2015/12/24 0:00,1.75
5,2015/12/24 4:00,1.75
5,2015/12/24 8:00,1.75
5,2015/12/24 12:00,1.75
5,2015/12/24 16:00,1.61
5,2015/12/24 20:00,1.61
5,2015/12/25 0:00,1.61
5,2015/12/25 4:00,1.61
5,2015/12/25 8:00,1.65
5,2015/12/25 12:00,2.07
5,2015/12/25 16:00,2.07
5,2015/12/25 20:00,2.02
5,2015/12/26 0:00,1.99
5,2015/12/26 4:00,2.03
5,2015/12/26 8:00,1.88
5,2015/12/26 12:00,1.85
5,2015/12/26 16:00,1.94
5,2015/12/26 20:00,1.97
5,2015/12/27 0:00,1.79
5,2015/12/27 4:00,1.76
5,2015/12/27 8:00,1.73
5,2015/12/27 12:00,1.79
5,2015/12/27 16:00,1.87
5,2015/12/27 20:00,1.87
5,2015/12/28 0:00,1.86
5,2015/12/28 4:00,1.69
5,2015/12/28 8:00,1.69
5,2015/12/28 12:00,1.92
5,2015/12/28 16:00,1.92
5,2015/12/28 20:00,2.01
5,2015/12/29 0:00,1.77
5,2015/12/29 4:00,1.82
5,2015/12/29 8:00,1.73
5,2015/12/29 12:00,1.79
5,2015/12/29 16:00,1.88
5,2015/12/29 20:00,1.88
5,2015/12/30 0:00,1.88
5,2015/12/30 4:00,1.88
5,2015/12/30 8:00,1.77
5,2015/12/30 12:00,1.81
5,2015/12/30 16:00,1.75
5,2015/12/30 20:00,1.77
5,2015/12/31 0:00,1.68
5,2015/12/31 4:00,1.77
5,2015/12/31 8:00,1.71
5,2015/12/31 12:00,1.69
5,2015/12/31 16:00,1.81
5,2015/12/31 20:00,1.88
8,2015/12/1 0:00,2.18
8,2015/12/1 4:00,2.18
8,2015/12/1 8:00,1.69
8,2015/12/1 12:00,2.06
8,2015/12/1 16:00,1.89
8,2015/12/1 20:00,1.7
8,2015/12/2 0:00,1.81
8,2015/12/2 4:00,1.89
8,2015/12/2 8:00,1.95
8,2015/12/2 12:00,1.7
8,2015/12/2 16:00,2.57
8,2015/12/2 20:00,1.65
8,2015/12/3 0:00,1.73
8,2015/12/3 4:00,1.73
8,2015/12/3 8:00,2.85
8,2015/12/3 12:00,1.66
8,2015/12/3 16:00,2.11
8,2015/12/3 20:00,2.06
8,2015/12/4 0:00,2.23
8,2015/12/4 4:00,2.22
8,2015/12/4 8:00,7.76
8,2015/12/4 12:00,3.21
8,2015/12/4 16:00,6.22
8,2015/12/4 20:00,2.55
8,2015/12/5 0:00,2.67
8,2015/12/5 4:00,2.55
8,2015/12/5 8:00,2.55
8,2015/12/5 12:00,2.55
8,2015/12/5 16:00,5.01
8,2015/12/5 20:00,2.34
8,2015/12/6 0:00,2.34
8,2015/12/6 4:00,2.65
8,2015/12/6 8:00,2.65
8,2015/12/6 12:00,2.65
8,2015/12/6 16:00,2.65
8,2015/12/6 20:00,2.65
8,2015/12/7 0:00,2.65
8,2015/12/7 4:00,2.18
8,2015/12/7 8:00,2.18
8,2015/12/7 12:00,2.18
8,2015/12/7 16:00,2.18
8,2015/12/7 20:00,2.18
8,2015/12/8 0:00,2.18
8,2015/12/8 4:00,2.91
8,2015/12/8 8:00,2.59
8,2015/12/8 12:00,2.59
8,2015/12/8 16:00,2.59
8,2015/12/8 20:00,2.59
8,2015/12/9 0:00,2.59
8,2015/12/9 4:00,2.59
8,2015/12/9 8:00,2.59
8,2015/12/9 12:00,2.59
8,2015/12/9 16:00,2.59
8,2015/12/9 20:00,2.04
8,2015/12/10 0:00,7.16
8,2015/12/10 4:00,2.53
8,2015/12/10 8:00,2.53
8,2015/12/10 12:00,2.53
8,2015/12/10 16:00,2.53
8,2015/12/10 20:00,2.53
8,2015/12/11 0:00,1.86
8,2015/12/11 4:00,5.28
8,2015/12/11 8:00,5.28
8,2015/12/11 12:00,5.28
8,2015/12/11 16:00,5.28
8,2015/12/11 20:00,5.28
8,2015/12/12 0:00,5.28
8,2015/12/12 4:00,5.28
8,2015/12/12 8:00,5.28
8,2015/12/12 12:00,5.28
8,2015/12/12 16:00,5.28
8,2015/12/12 20:00,5.28
8,2015/12/13 0:00,5.28
8,2015/12/13 4:00,5.28
8,2015/12/13 8:00,5.28
8,2015/12/13 12:00,5.28
8,2015/12/13 16:00,5.28
8,2015/12/13 20:00,5.28
8,2015/12/14 0:00,5.28
8,2015/12/14 4:00,5.28
8,2015/12/14 8:00,5.28
8,2015/12/14 12:00,5.28
8,2015/12/14 16:00,5.28
8,2015/12/14 20:00,5.28
8,2015/12/15 0:00,5.28
8,2015/12/15 4:00,5.28
8,2015/12/15 8:00,5.28
8,2015/12/15 12:00,5.28
8,2015/12/15 16:00,2.09
8,2015/12/15 20:00,2.29
8,2015/12/16 0:00,2.38
8,2015/12/16 4:00,1.65
8,2015/12/16 8:00,2.78
8,2015/12/16 12:00,2.78
8,2015/12/16 16:00,2.78
8,2015/12/16 20:00,4.89
8,2015/12/17 0:00,6.03
8,2015/12/17 4:00,7.8
8,2015/12/17 8:00,7.8
8,2015/12/17 12:00,5.41
8,2015/12/17 16:00,5.41
8,2015/12/17 20:00,7.01
8,2015/12/18 0:00,7.01
8,2015/12/18 4:00,2.95
8,2015/12/18 8:00,2.95
8,2015/12/18 12:00,2.95
8,2015/12/18 16:00,2.74
8,2015/12/18 20:00,2.8
8,2015/12/19 0:00,2.98
8,2015/12/19 4:00,3.13
8,2015/12/19 8:00,3.13
8,2015/12/19 12:00,2.98
8,2015/12/19 16:00,2.98
8,2015/12/19 20:00,3.23
8,2015/12/20 0:00,3.59
8,2015/12/20 4:00,3.95
8,2015/12/20 8:00,3.42
8,2015/12/20 12:00,6.97
8,2015/12/20 16:00,3.21
8,2015/12/20 20:00,3.43
8,2015/12/21 0:00,3.6
8,2015/12/21 4:00,3.37
8,2015/12/21 8:00,3.37
8,2015/12/21 12:00,3.45
8,2015/12/21 16:00,3.26
8,2015/12/21 20:00,3.32
8,2015/12/22 0:00,3.39
8,2015/12/22 4:00,3.66
8,2015/12/22 8:00,3.22
8,2015/12/22 12:00,3.31
8,2015/12/22 16:00,3.31
8,2015/12/22 20:00,3.71
8,2015/12/23 0:00,3.36
8,2015/12/23 4:00,3.64
8,2015/12/23 8:00,3.89
8,2015/12/23 12:00,3.21
8,2015/12/23 16:00,3.2
8,2015/12/23 20:00,2.85
8,2015/12/24 0:00,4.19
8,2015/12/24 4:00,4.19
8,2015/12/24 8:00,4.19
8,2015/12/24 12:00,4.19
8,2015/12/24 16:00,4.19
8,2015/12/24 20:00,4.19
8,2015/12/25 0:00,4.19
8,2015/12/25 4:00,4.19
8,2015/12/25 8:00,4.19
8,2015/12/25 12:00,4.19
8,2015/12/25 16:00,4.19
8,2015/12/25 20:00,4.19
8,2015/12/26 0:00,4.19
8,2015/12/26 4:00,4.19
8,2015/12/26 8:00,4.19
8,2015/12/26 12:00,4.19
8,2015/12/26 16:00,4.19
8,2015/12/26 20:00,4.19
8,2015/12/27 0:00,4.19
8,2015/12/27 4:00,4.19
8,2015/12/27 8:00,4.19
8,2015/12/27 12:00,4.19
8,2015/12/27 16:00,4.19
8,2015/12/27 20:00,4.19
8,2015/12/28 0:00,4.19
8,2015/12/28 4:00,4.19
8,2015/12/28 8:00,4.19
8,2015/12/28 12:00,4.19
8,2015/12/28 16:00,5.67
8,2015/12/28 20:00,3.56
8,2015/12/29 0:00,5.71
8,2015/12/29 4:00,2.4
8,2015/12/29 8:00,2.4
8,2015/12/29 12:00,3.07
8,2015/12/29 16:00,2.19
8,2015/12/29 20:00,2.19
8,2015/12/30 0:00,2.19
8,2015/12/30 4:00,2.19
8,2015/12/30 8:00,2.8
8,2015/12/30 12:00,3.52
8,2015/12/30 16:00,3.24
8,2015/12/30 20:00,3.11
8,2015/12/31 0:00,2.58
8,2015/12/31 4:00,2.82
8,2015/12/31 8:00,6.51
8,2015/12/31 12:00,3.85
8,2015/12/31 16:00,4.17
8,2015/12/31 20:00,3.92
12,2015/12/1 0:00,1.92
12,2015/12/1 4:00,1.92
12,2015/12/1 8:00,1.4
12,2015/12/1 12:00,1.53
12,2015/12/1 16:00,1.53
12,2015/12/1 20:00,1.7
12,2015/12/2 0:00,2.01
12,2015/12/2 4:00,1.61
12,2015/12/2 8:00,1.84
12,2015/12/2 12:00,1.09
12,2015/12/2 16:00,1.49
12,2015/12/2 20:00,1.84
12,2015/12/3 0:00,1.62
12,2015/12/3 4:00,1.88
12,2015/12/3 8:00,1.36
12,2015/12/3 12:00,1.71
12,2015/12/3 16:00,1.65
12,2015/12/3 20:00,2.18
12,2015/12/4 0:00,1.91
12,2015/12/4 4:00,2.09
12,2015/12/4 8:00,2.23
12,2015/12/4 12:00,1.53
12,2015/12/4 16:00,1.46
12,2015/12/4 20:00,2.18
12,2015/12/5 0:00,1.88
12,2015/12/5 4:00,1.67
12,2015/12/5 8:00,1.79
12,2015/12/5 12:00,1.61
12,2015/12/5 16:00,1.83
12,2015/12/5 20:00,2.07
12,2015/12/6 0:00,1.72
12,2015/12/6 4:00,1.6
12,2015/12/6 8:00,1.39
12,2015/12/6 12:00,1.52
12,2015/12/6 16:00,1.58
12,2015/12/6 20:00,2.15
12,2015/12/7 0:00,1.48
12,2015/12/7 4:00,1.8
12,2015/12/7 8:00,1.69
12,2015/12/7 12:00,1.74
12,2015/12/7 16:00,1.53
12,2015/12/7 20:00,1.6
12,2015/12/8 0:00,2.04
12,2015/12/8 4:00,2.01
12,2015/12/8 8:00,1.52
12,2015/12/8 12:00,1.75
12,2015/12/8 16:00,1.6
12,2015/12/8 20:00,1.76
12,2015/12/9 0:00,1.65
12,2015/12/9 4:00,1.76
12,2015/12/9 8:00,1.6
12,2015/12/9 12:00,1.79
12,2015/12/9 16:00,2.03
12,2015/12/9 20:00,2.92
12,2015/12/10 0:00,1.71
12,2015/12/10 4:00,1.2
12,2015/12/10 8:00,1.99
12,2015/12/10 12:00,1.24
12,2015/12/10 16:00,1.37
12,2015/12/10 20:00,1.27
12,2015/12/11 0:00,1.2
12,2015/12/11 4:00,1.26
12,2015/12/11 8:00,1.55
12,2015/12/11 12:00,1.25
12,2015/12/11 16:00,1.41
12,2015/12/11 20:00,1.27
12,2015/12/12 0:00,1.48
12,2015/12/12 4:00,1.57
12,2015/12/12 8:00,1.48
12,2015/12/12 12:00,1.59
12,2015/12/12 16:00,1.64
12,2015/12/12 20:00,1.65
12,2015/12/13 0:00,1.5
12,2015/12/13 4:00,1.57
12,2015/12/13 8:00,1.4
12,2015/12/13 12:00,1.67
12,2015/12/13 16:00,1.47
12,2015/12/13 20:00,1.25
12,2015/12/14 0:00,1.2
12,2015/12/14 4:00,1.6
12,2015/12/14 8:00,1.25
12,2015/12/14 12:00,1.41
12,2015/12/14 16:00,1.22
12,2015/12/14 20:00,1.47
12,2015/12/15 0:00,1.44
12,2015/12/15 4:00,1.47
12,2015/12/15 8:00,1.67
12,2015/12/15 12:00,1.48
12,2015/12/15 16:00,1.57
12,2015/12/15 20:00,1.34
12,2015/12/16 0:00,1.15
12,2015/12/16 4:00,1.48
12,2015/12/16 8:00,1.4
12,2015/12/16 12:00,1.47
12,2015/12/16 16:00,1.58
12,2015/12/16 20:00,1.56
12,2015/12/17 0:00,1.46
12,2015/12/17 4:00,1.34
12,2015/12/17 8:00,1.55
12,2015/12/17 12:00,1.72
12,2015/12/17 16:00,1.55
12,2015/12/17 20:00,1.32
12,2015/12/18 0:00,1.34
12,2015/12/18 4:00,1.56
12,2015/12/18 8:00,1.48
12,2015/12/18 12:00,1.42
12,2015/12/18 16:00,1.5
12,2015/12/18 20:00,1.38
12,2015/12/19 0:00,1.4
12,2015/12/19 4:00,1.55
12,2015/12/19 8:00,1.81
12,2015/12/19 12:00,1.55
12,2015/12/19 16:00,1.63
12,2015/12/19 20:00,1.57
12,2015/12/20 0:00,1.42
12,2015/12/20 4:00,1.54
12,2015/12/20 8:00,1.65
12,2015/12/20 12:00,1.67
12,2015/12/20 16:00,1.46
12,2015/12/20 20:00,1.56
12,2015/12/21 0:00,1.51
12,2015/12/21 4:00,1.39
12,2015/12/21 8:00,1.7
12,2015/12/21 12:00,1.56
12,2015/12/21 16:00,1.51
12,2015/12/21 20:00,1.75
12,2015/12/22 0:00,1.75
12,2015/12/22 4:00,1.66
12,2015/12/22 8:00,1.89
12,2015/12/22 12:00,1.53
12,2015/12/22 16:00,1.41
12,2015/12/22 20:00,1.39
12,2015/12/23 0:00,1.41
12,2015/12/23 4:00,1.67
12,2015/12/23 8:00,1.54
12,2015/12/23 12:00,1.23
12,2015/12/23 16:00,1.4
12,2015/12/23 20:00,1.3
12,2015/12/24 0:00,1.55
12,2015/12/24 4:00,1.55
12,2015/12/24 8:00,1.55
12,2015/12/24 12:00,1.55
12,2015/12/24 16:00,1.55
12,2015/12/24 20:00,1.57
12,2015/12/25 0:00,1.59
12,2015/12/25 4:00,2.02
12,2015/12/25 8:00,2
12,2015/12/25 12:00,1.37
12,2015/12/25 16:00,1.51
12,2015/12/25 20:00,2.11
12,2015/12/26 0:00,1.5
12,2015/12/26 4:00,1.71
12,2015/12/26 8:00,2.07
12,2015/12/26 12:00,1.17
12,2015/12/26 16:00,1.47
12,2015/12/26 20:00,1.56
12,2015/12/27 0:00,1.84
12,2015/12/27 4:00,1.84
12,2015/12/27 8:00,1.63
12,2015/12/27 12:00,1.63
12,2015/12/27 16:00,1.95
12,2015/12/27 20:00,1.83
12,2015/12/28 0:00,1.7
12,2015/12/28 4:00,2.42
12,2015/12/28 8:00,2.07
12,2015/12/28 12:00,2.07
12,2015/12/28 16:00,1.62
12,2015/12/28 20:00,2.03
12,2015/12/29 0:00,1.86
12,2015/12/29 4:00,2
12,2015/12/29 8:00,1.59
12,2015/12/29 12:00,1.57
12,2015/12/29 16:00,1.85
12,2015/12/29 20:00,1.85
12,2015/12/30 0:00,1.85
12,2015/12/30 4:00,1.85
12,2015/12/30 8:00,1.14
12,2015/12/30 12:00,1.66
12,2015/12/30 16:00,1.83
12,2015/12/30 20:00,1.62
12,2015/12/31 0:00,1.63
12,2015/12/31 4:00,1.91
12,2015/12/31 8:00,1.71
12,2015/12/31 12:00,2.19
12,2015/12/31 16:00,1.63
12,2015/12/31 20:00,1.54
14,2015/12/1 0:00,7.01
14,2015/12/1 4:00,7.01
14,2015/12/1 8:00,6.9
14,2015/12/1 12:00,6.7
14,2015/12/1 16:00,6.8
14,2015/12/1 20:00,6.7
14,2015/12/2 0:00,6.9
14,2015/12/2 4:00,7.2
14,2015/12/2 8:00,6.8
14,2015/12/2 12:00,6.8
14,2015/12/2 16:00,7
14,2015/12/2 20:00,8
14,2015/12/3 0:00,8.7
14,2015/12/3 4:00,5.2
14,2015/12/3 8:00,5.83
14,2015/12/3 12:00,7.9
14,2015/12/3 16:00,7.8
14,2015/12/3 20:00,7.4
14,2015/12/4 0:00,7.2
14,2015/12/4 4:00,7.6
14,2015/12/4 8:00,7.9
14,2015/12/4 12:00,10
14,2015/12/4 16:00,13.1
14,2015/12/4 20:00,11.9
14,2015/12/5 0:00,10.2
14,2015/12/5 4:00,10.6
14,2015/12/5 8:00,11.6
14,2015/12/5 12:00,11.26
14,2015/12/5 16:00,13.8
14,2015/12/5 20:00,11.77
14,2015/12/6 0:00,11
14,2015/12/6 4:00,11.5
14,2015/12/6 8:00,11.5
14,2015/12/6 12:00,11.4
14,2015/12/6 16:00,13.1
14,2015/12/6 20:00,10.5
14,2015/12/7 0:00,10.3
14,2015/12/7 4:00,11.2
14,2015/12/7 8:00,10.6
14,2015/12/7 12:00,7.9
14,2015/12/7 16:00,8.3
14,2015/12/7 20:00,11.2
14,2015/12/8 0:00,11.4
14,2015/12/8 4:00,11.3
14,2015/12/8 8:00,7.35
14,2015/12/8 12:00,7.2
14,2015/12/8 16:00,12.4
14,2015/12/8 20:00,10.3
14,2015/12/9 0:00,9.7
14,2015/12/9 4:00,9.1
14,2015/12/9 8:00,9.7
14,2015/12/9 12:00,10
14,2015/12/9 16:00,10.8
14,2015/12/9 20:00,11.3
14,2015/12/10 0:00,10.5
14,2015/12/10 4:00,11.7
14,2015/12/10 8:00,11.7
14,2015/12/10 12:00,11.7
14,2015/12/10 16:00,11.7
14,2015/12/10 20:00,11.7
14,2015/12/11 0:00,10.9
14,2015/12/11 4:00,10.1
14,2015/12/11 8:00,9.7
14,2015/12/11 12:00,11.6
14,2015/12/11 16:00,14.1
14,2015/12/11 20:00,13.4
14,2015/12/12 0:00,11
14,2015/12/12 4:00,10.7
14,2015/12/12 8:00,13.37
14,2015/12/12 12:00,13.37
14,2015/12/12 16:00,13.37
14,2015/12/12 20:00,10.5
14,2015/12/13 0:00,10.5
14,2015/12/13 4:00,10.5
14,2015/12/13 8:00,10.5
14,2015/12/13 12:00,11.7
14,2015/12/13 16:00,11.7
14,2015/12/13 20:00,11.7
14,2015/12/14 0:00,11.7
14,2015/12/14 4:00,11.7
14,2015/12/14 8:00,11.7
14,2015/12/14 12:00,11.7
14,2015/12/14 16:00,11.7
14,2015/12/14 20:00,11.6
14,2015/12/15 0:00,2.4
14,2015/12/15 4:00,9.5
14,2015/12/15 8:00,10.3
14,2015/12/15 12:00,10.3
14,2015/12/15 16:00,10.3
14,2015/12/15 20:00,10.2
14,2015/12/16 0:00,9.4
14,2015/12/16 4:00,5.7
14,2015/12/16 8:00,4
14,2015/12/16 12:00,11.8
14,2015/12/16 16:00,12.7
14,2015/12/16 20:00,9.9
14,2015/12/17 0:00,10
14,2015/12/17 4:00,9.9
14,2015/12/17 8:00,11.1
14,2015/12/17 12:00,11.1
14,2015/12/17 16:00,11.4
14,2015/12/17 20:00,9.6
14,2015/12/18 0:00,9.5
14,2015/12/18 4:00,9.3
14,2015/12/18 8:00,10.3
14,2015/12/18 12:00,5
14,2015/12/18 16:00,6.2
14,2015/12/18 20:00,5.5
14,2015/12/19 0:00,4.4
14,2015/12/19 4:00,4.4
14,2015/12/19 8:00,4.4
14,2015/12/19 12:00,6.9
14,2015/12/19 16:00,6.9
14,2015/12/19 20:00,6.9
14,2015/12/20 0:00,6.9
14,2015/12/20 4:00,6.9
14,2015/12/20 8:00,6.9
14,2015/12/20 12:00,6.9
14,2015/12/20 16:00,6.9
14,2015/12/20 20:00,6.9
14,2015/12/21 0:00,6.9
14,2015/12/21 4:00,6.9
14,2015/12/21 8:00,6.9
14,2015/12/21 12:00,6.9
14,2015/12/21 16:00,6.9
14,2015/12/21 20:00,6.9
14,2015/12/22 0:00,6.9
14,2015/12/22 4:00,6.9
14,2015/12/22 8:00,6.9
14,2015/12/22 12:00,6.9
14,2015/12/22 16:00,6.9
14,2015/12/22 20:00,6.9
14,2015/12/23 0:00,6.1
14,2015/12/23 4:00,6.7
14,2015/12/23 8:00,6
14,2015/12/23 12:00,6.8
14,2015/12/23 16:00,6.86
14,2015/12/23 20:00,6.86
14,2015/12/24 0:00,6.86
14,2015/12/24 4:00,6.86
14,2015/12/24 8:00,6.86
14,2015/12/24 12:00,6.86
14,2015/12/24 16:00,5.8
14,2015/12/24 20:00,5.8
14,2015/12/25 0:00,5.8
14,2015/12/25 4:00,5.8
14,2015/12/25 8:00,5.8
14,2015/12/25 12:00,6.7
14,2015/12/25 16:00,7
14,2015/12/25 20:00,5.8
14,2015/12/26 0:00,5.8
14,2015/12/26 4:00,6
14,2015/12/26 8:00,6.3
14,2015/12/26 12:00,6.5
14,2015/12/26 16:00,5
14,2015/12/26 20:00,6.2
14,2015/12/27 0:00,5.5
14,2015/12/27 4:00,7
14,2015/12/27 8:00,6.4
14,2015/12/27 12:00,7.9
14,2015/12/27 16:00,7.4
14,2015/12/27 20:00,6.1
14,2015/12/28 0:00,5.9
14,2015/12/28 4:00,5.2
14,2015/12/28 8:00,5.71
14,2015/12/28 12:00,6.6
14,2015/12/28 16:00,6.1
14,2015/12/28 20:00,6.4
14,2015/12/29 0:00,6.4
14,2015/12/29 4:00,5.4
14,2015/12/29 8:00,5.4
14,2015/12/29 12:00,6.69
14,2015/12/29 16:00,5.32
14,2015/12/29 20:00,5.32
14,2015/12/30 0:00,5.32
14,2015/12/30 4:00,5.32
14,2015/12/30 8:00,5.32
14,2015/12/30 12:00,5.93
14,2015/12/30 16:00,6
14,2015/12/30 20:00,5.1
14,2015/12/31 0:00,4.9
14,2015/12/31 4:00,5.5
14,2015/12/31 8:00,6.2
14,2015/12/31 12:00,6.5
14,2015/12/31 16:00,6.1
14,2015/12/31 20:00,5.4
16,2015/12/1 0:00,2.51
16,2015/12/1 4:00,2.51
16,2015/12/1 8:00,2.74
16,2015/12/1 12:00,2.74
16,2015/12/1 16:00,2.74
16,2015/12/1 20:00,2.74
16,2015/12/2 0:00,2.61
16,2015/12/2 4:00,2.61
16,2015/12/2 8:00,2.61
16,2015/12/2 12:00,2.71
16,2015/12/2 16:00,2.54
16,2015/12/2 20:00,2.54
16,2015/12/3 0:00,2.54
16,2015/12/3 4:00,2.54
16,2015/12/3 8:00,2.65
16,2015/12/3 12:00,2.66
16,2015/12/3 16:00,2.66
16,2015/12/3 20:00,2.66
16,2015/12/4 0:00,2.66
16,2015/12/4 4:00,2.66
16,2015/12/4 8:00,2.51
16,2015/12/4 12:00,2.61
16,2015/12/4 16:00,2.52
16,2015/12/4 20:00,2.52
16,2015/12/5 0:00,2.52
16,2015/12/5 4:00,2.52
16,2015/12/5 8:00,2.35
16,2015/12/5 12:00,2.62
16,2015/12/5 16:00,2.43
16,2015/12/5 20:00,2.43
16,2015/12/6 0:00,2.36
16,2015/12/6 4:00,2.36
16,2015/12/6 8:00,2.45
16,2015/12/6 12:00,2.68
16,2015/12/6 16:00,2.39
16,2015/12/6 20:00,2.39
16,2015/12/7 0:00,2.39
16,2015/12/7 4:00,2.39
16,2015/12/7 8:00,2.61
16,2015/12/7 12:00,2.76
16,2015/12/7 16:00,2.41
16,2015/12/7 20:00,2.41
16,2015/12/8 0:00,2.41
16,2015/12/8 4:00,2.41
16,2015/12/8 8:00,2.51
16,2015/12/8 12:00,2.51
16,2015/12/8 16:00,2.34
16,2015/12/8 20:00,2.43
16,2015/12/9 0:00,2.43
16,2015/12/9 4:00,2.43
16,2015/12/9 8:00,2.27
16,2015/12/9 12:00,2.44
16,2015/12/9 16:00,2.31
16,2015/12/9 20:00,2.31
16,2015/12/10 0:00,2.31
16,2015/12/10 4:00,2.31
16,2015/12/10 8:00,2.35
16,2015/12/10 12:00,2.35
16,2015/12/10 16:00,2.3
16,2015/12/10 20:00,2.3
16,2015/12/11 0:00,2.3
16,2015/12/11 4:00,2.3
16,2015/12/11 8:00,2.33
16,2015/12/11 12:00,2.25
16,2015/12/11 16:00,2.12
16,2015/12/11 20:00,2.12
16,2015/12/12 0:00,2.12
16,2015/12/12 4:00,2.12
16,2015/12/12 8:00,2.12
16,2015/12/12 12:00,2.51
16,2015/12/12 16:00,2.51
16,2015/12/12 20:00,2.29
16,2015/12/13 0:00,2.29
16,2015/12/13 4:00,2.29
16,2015/12/13 8:00,2.29
16,2015/12/13 12:00,2.28
16,2015/12/13 16:00,2.28
16,2015/12/13 20:00,2.28
16,2015/12/14 0:00,2.44
16,2015/12/14 4:00,2.44
