,site_code,publish_time,province,city,PM2_5,SO2_1,NO2_1,CO_1,O3_1,PM10_1,PM2_5_1,wind_power_1,wind_direction_1,temperature_1,relative_humidity_1,precipitation_1,SO2_2,NO2_2,CO_2,O3_2,PM10_2,PM2_5_2,wind_power_2,wind_direction_2,temperature_2,relative_humidity_2,precipitation_2,SO2_3,NO2_3,CO_3,O3_3,PM10_3,PM2_5_3,wind_power_3,wind_direction_3,temperature_3,relative_humidity_3,precipitation_3,PM2_5_pred
556,1719A,2015-12-27 04:00:00,山东省,菏泽市,56,42,58,1.5490000000000002,8,129,69,1.5,201.0,1.0,67.5,0.0,32,58,6.879,5,700,448,2.0,146.5,0.0,85.5,0.0,56,99,7.007999999999999,5,723,520,1.5,357.5,1.5,89.5,0.0,96.50079
564,1719A,2015-12-27 12:00:00,山东省,菏泽市,41,69,57,2.04,45,214,120,1.5,306.0,9.5,44.0,0.0,55,55,3.033,51,320,224,5.5,248.0,9.0,41.5,0.0,37,83,6.105,28,617,402,3.5,331.5,2.5,86.5,0.0,83.164505
580,1719A,2015-12-28 04:00:00,山东省,菏泽市,82,31,20,1.347,30,115,56,6.0,8.5,0.0,76.5,0.0,42,58,1.5490000000000002,8,129,69,1.5,201.0,1.0,67.5,0.0,32,58,6.879,5,700,448,2.0,146.5,0.0,85.5,0.0,55.612164
588,1719A,2015-12-28 12:00:00,山东省,菏泽市,0,38,27,1.6980000000000002,31,95,41,5.5,8.5,0.5,66.5,0.0,69,57,2.04,45,214,120,1.5,306.0,9.5,44.0,0.0,55,55,3.033,51,320,224,5.5,248.0,9.0,41.5,0.0,56.43223
604,1719A,2015-12-29 04:00:00,山东省,菏泽市,103,61,43,1.917,5,153,82,0.0,276.5,-1.5,79.5,0.0,31,20,1.347,30,115,56,6.0,8.5,0.0,76.5,0.0,42,58,1.5490000000000002,8,129,69,1.5,201.0,1.0,67.5,0.0,145.35092
612,1719A,2015-12-29 12:00:00,山东省,菏泽市,98,50,25,2.619,80,0,0,1.5,220.5,2.5,53.0,0.0,38,27,1.6980000000000002,31,95,41,5.5,8.5,0.5,66.5,0.0,69,57,2.04,45,214,120,1.5,306.0,9.5,44.0,0.0,86.494415
628,1719A,2015-12-30 04:00:00,山东省,菏泽市,142,26,29,1.545,20,151,103,1.5,183.5,-2.0,87.5,0.0,61,43,1.917,5,153,82,0.0,276.5,-1.5,79.5,0.0,31,20,1.347,30,115,56,6.0,8.5,0.0,76.5,0.0,84.27757
636,1719A,2015-12-30 12:00:00,山东省,菏泽市,295,33,19,1.538,53,160,98,9.0,216.5,6.5,71.0,0.0,50,25,2.619,80,0,0,1.5,220.5,2.5,53.0,0.0,38,27,1.6980000000000002,31,95,41,5.5,8.5,0.5,66.5,0.0,111.909546
652,1719A,2015-12-31 04:00:00,山东省,菏泽市,105,56,58,2.873,9,226,142,1.0,307.0,0.5,88.5,0.0,26,29,1.545,20,151,103,1.5,183.5,-2.0,87.5,0.0,61,43,1.917,5,153,82,0.0,276.5,-1.5,79.5,0.0,166.9697
660,1719A,2015-12-31 12:00:00,山东省,菏泽市,123,73,65,3.674,50,458,295,1.5,12.0,5.0,58.0,0.0,33,19,1.538,53,160,98,9.0,216.5,6.5,71.0,0.0,50,25,2.619,80,0,0,1.5,220.5,2.5,53.0,0.0,58.105602
1228,1720A,2015-12-27 04:00:00,山东省,菏泽市,48,42,67,1.944,10,146,76,1.5,201.0,1.0,67.5,0.0,20,76,6.888,10,317,256,2.0,146.5,0.0,85.5,0.0,41,96,8.112,9,771,538,1.5,357.5,1.5,89.5,0.0,104.312164
1236,1720A,2015-12-27 12:00:00,山东省,菏泽市,51,70,54,2.017,61,213,123,1.5,306.0,9.5,44.0,0.0,51,54,2.949,72,318,238,5.5,248.0,9.0,41.5,0.0,31,82,6.431,39,569,388,3.5,331.5,2.5,86.5,0.0,84.73132
1252,1720A,2015-12-28 04:00:00,山东省,菏泽市,87,24,21,1.225,41,110,48,6.0,8.5,0.0,76.5,0.0,42,67,1.944,10,146,76,1.5,201.0,1.0,67.5,0.0,20,76,6.888,10,317,256,2.0,146.5,0.0,85.5,0.0,55.379482
1260,1720A,2015-12-28 12:00:00,山东省,菏泽市,126,30,28,1.342,39,89,51,5.5,8.5,0.5,66.5,0.0,70,54,2.017,61,213,123,1.5,306.0,9.5,44.0,0.0,51,54,2.949,72,318,238,5.5,248.0,9.0,41.5,0.0,56.368076
1276,1720A,2015-12-29 04:00:00,山东省,菏泽市,102,43,41,1.597,8,151,87,0.0,276.5,-1.5,79.5,0.0,24,21,1.225,41,110,48,6.0,8.5,0.0,76.5,0.0,42,67,1.944,10,146,76,1.5,201.0,1.0,67.5,0.0,160.97888
1284,1720A,2015-12-29 12:00:00,山东省,菏泽市,104,59,30,1.717,42,193,126,1.5,220.5,2.5,53.0,0.0,30,28,1.342,39,89,51,5.5,8.5,0.5,66.5,0.0,70,54,2.017,61,213,123,1.5,306.0,9.5,44.0,0.0,91.72447
1300,1720A,2015-12-30 04:00:00,山东省,菏泽市,167,25,28,1.6269999999999998,24,167,102,1.5,183.5,-2.0,87.5,0.0,43,41,1.597,8,151,87,0.0,276.5,-1.5,79.5,0.0,24,21,1.225,41,110,48,6.0,8.5,0.0,76.5,0.0,84.3521
1308,1720A,2015-12-30 12:00:00,山东省,菏泽市,320,33,22,1.57,54,185,104,9.0,216.5,6.5,71.0,0.0,59,30,1.717,42,193,126,1.5,220.5,2.5,53.0,0.0,30,28,1.342,39,89,51,5.5,8.5,0.5,66.5,0.0,124.152954
1324,1720A,2015-12-31 04:00:00,山东省,菏泽市,108,43,50,2.238,11,229,167,1.0,307.0,0.5,88.5,0.0,25,28,1.6269999999999998,24,167,102,1.5,183.5,-2.0,87.5,0.0,43,41,1.597,8,151,87,0.0,276.5,-1.5,79.5,0.0,161.81247
1332,1720A,2015-12-31 12:00:00,山东省,菏泽市,109,61,56,3.23,54,475,320,1.5,12.0,5.0,58.0,0.0,33,22,1.57,54,185,104,9.0,216.5,6.5,71.0,0.0,59,30,1.717,42,193,126,1.5,220.5,2.5,53.0,0.0,129.42813
1900,1646A,2015-12-27 04:00:00,山东省,烟台市,4,49,62,3.322,5,303,164,3.0,186.1818,0.0909,79.7273,0.0,21,40,0.94,19,68,68,1.9091,213.0909,-2.0,81.3636,0.0,67,60,3.249,27,253,194,2.6364,223.0,1.8182,86.3636,0.0,93.594315
1908,1646A,2015-12-27 12:00:00,山东省,烟台市,12,39,49,2.165,14,198,106,7.4545,61.1818,2.7273,76.2727,0.0,22,19,0.726,63,62,33,6.4545,208.7273,2.6364,68.0909,0.0,23,20,0.644,62,0,53,3.3636,233.6364,4.3636,64.5455,0.0,29.245361
1924,1646A,2015-12-28 04:00:00,山东省,烟台市,22,9,8,0.249,57,4,4,6.3636,31.1818,-5.0909,61.2727,0.0,49,62,3.322,5,303,164,3.0,186.1818,0.0909,79.7273,0.0,21,40,0.94,19,68,68,1.9091,213.0909,-2.0,81.3636,0.0,27.414192
1932,1646A,2015-12-28 12:00:00,山东省,烟台市,67,12,11,0.387,51,32,12,7.3636,138.9091,-3.0909,59.3636,0.0,39,49,2.165,14,198,106,7.4545,61.1818,2.7273,76.2727,0.0,22,19,0.726,63,62,33,6.4545,208.7273,2.6364,68.0909,0.0,17.189087
1948,1646A,2015-12-29 04:00:00,山东省,烟台市,96,21,35,0.716,20,29,22,2.9091,255.2727,-4.0909,68.9091,0.0,9,8,0.249,57,4,4,6.3636,31.1818,-5.0909,61.2727,0.0,49,62,3.322,5,303,164,3.0,186.1818,0.0909,79.7273,0.0,71.216446
1956,1646A,2015-12-29 12:00:00,山东省,烟台市,154,44,32,1.018,31,95,67,5.2727,280.7273,0.2727,57.4545,0.0,12,11,0.387,51,32,12,7.3636,138.9091,-3.0909,59.3636,0.0,39,49,2.165,14,198,106,7.4545,61.1818,2.7273,76.2727,0.0,64.92227
1972,1646A,2015-12-30 04:00:00,山东省,烟台市,141,15,40,2.03,7,114,96,1.9091,214.3,-2.9091,71.0,0.0,21,35,0.716,20,29,22,2.9091,255.2727,-4.0909,68.9091,0.0,9,8,0.249,57,4,4,6.3636,31.1818,-5.0909,61.2727,0.0,115.267715
1980,1646A,2015-12-30 12:00:00,山东省,烟台市,217,46,37,1.285,40,180,154,6.5455,223.0909,5.2727,48.6364,0.0,44,32,1.018,31,95,67,5.2727,280.7273,0.2727,57.4545,0.0,12,11,0.387,51,32,12,7.3636,138.9091,-3.0909,59.3636,0.0,148.46794
1996,1646A,2015-12-31 04:00:00,山东省,烟台市,46,28,52,2.106,7,150,141,2.5455,209.4545,0.6364,83.0909,0.0,15,40,2.03,7,114,96,1.9091,214.3,-2.9091,71.0,0.0,21,35,0.716,20,29,22,2.9091,255.2727,-4.0909,68.9091,0.0,129.60612
2004,1646A,2015-12-31 12:00:00,山东省,烟台市,43,131,52,1.852,16,262,217,4.4545,272.4545,3.8182,74.2727,0.0,46,37,1.285,40,180,154,6.5455,223.0909,5.2727,48.6364,0.0,44,32,1.018,31,95,67,5.2727,280.7273,0.2727,57.4545,0.0,200.8918
2572,1647A,2015-12-27 04:00:00,山东省,烟台市,15,49,56,2.63,22,345,242,3.0,186.1818,0.0909,79.7273,0.0,14,26,1.045,35,49,35,1.9091,213.0909,-2.0,81.3636,0.0,72,54,2.697,25,363,285,2.6364,223.0,1.8182,86.3636,0.0,83.13377
2580,1647A,2015-12-27 12:00:00,山东省,烟台市,16,44,77,3.301,13,526,184,7.4545,61.1818,2.7273,76.2727,0.0,21,21,0.7609999999999999,61,66,33,6.4545,208.7273,2.6364,68.0909,0.0,26,20,0.923,60,160,55,3.3636,233.6364,4.3636,64.5455,0.0,29.100658
2596,1647A,2015-12-28 04:00:00,山东省,烟台市,29,7,10,0.483,58,25,15,6.3636,31.1818,-5.0909,61.2727,0.0,49,56,2.63,22,345,242,3.0,186.1818,0.0909,79.7273,0.0,14,26,1.045,35,49,35,1.9091,213.0909,-2.0,81.3636,0.0,43.824802
2604,1647A,2015-12-28 12:00:00,山东省,烟台市,47,19,18,0.607,47,47,16,7.3636,138.9091,-3.0909,59.3636,0.0,44,77,3.301,13,526,184,7.4545,61.1818,2.7273,76.2727,0.0,21,21,0.7609999999999999,61,66,33,6.4545,208.7273,2.6364,68.0909,0.0,44.470715
2620,1647A,2015-12-29 04:00:00,山东省,烟台市,91,24,24,0.901,38,41,29,2.9091,255.2727,-4.0909,68.9091,0.0,7,10,0.483,58,25,15,6.3636,31.1818,-5.0909,61.2727,0.0,49,56,2.63,22,345,242,3.0,186.1818,0.0909,79.7273,0.0,139.41942
2628,1647A,2015-12-29 12:00:00,山东省,烟台市,90,39,31,1.19,39,97,47,5.2727,280.7273,0.2727,57.4545,0.0,19,18,0.607,47,47,16,7.3636,138.9091,-3.0909,59.3636,0.0,44,77,3.301,13,526,184,7.4545,61.1818,2.7273,76.2727,0.0,119.33421
2644,1647A,2015-12-30 04:00:00,山东省,烟台市,105,23,45,2.216,8,146,91,1.9091,214.3,-2.9091,71.0,0.0,24,24,0.901,38,41,29,2.9091,255.2727,-4.0909,68.9091,0.0,7,10,0.483,58,25,15,6.3636,31.1818,-5.0909,61.2727,0.0,117.99591
2652,1647A,2015-12-30 12:00:00,山东省,烟台市,187,46,33,1.321,53,189,90,6.5455,223.0909,5.2727,48.6364,0.0,39,31,1.19,39,97,47,5.2727,280.7273,0.2727,57.4545,0.0,19,18,0.607,47,47,16,7.3636,138.9091,-3.0909,59.3636,0.0,126.75345
2668,1647A,2015-12-31 04:00:00,山东省,烟台市,38,18,29,1.472,39,155,105,2.5455,209.4545,0.6364,83.0909,0.0,23,45,2.216,8,146,91,1.9091,214.3,-2.9091,71.0,0.0,24,24,0.901,38,41,29,2.9091,255.2727,-4.0909,68.9091,0.0,195.89537
2676,1647A,2015-12-31 12:00:00,山东省,烟台市,34,106,61,2.135,15,271,187,4.4545,272.4545,3.8182,74.2727,0.0,46,33,1.321,53,189,90,6.5455,223.0909,5.2727,48.6364,0.0,39,31,1.19,39,97,47,5.2727,280.7273,0.2727,57.4545,0.0,184.87129
3244,1977A,2015-12-27 04:00:00,山东省,莱州市,11,75,57,2.341,34,290,187,4.0,336.4545,0.6364,75.0,0.0,18,56,2.627,2,101,59,4.0,336.4545,0.6364,75.0,0.0,36,82,3.638,19,361,279,4.0,336.4545,0.6364,75.0,0.0,98.28606
3252,1977A,2015-12-27 12:00:00,山东省,莱州市,10,45,49,2.329,34,272,196,4.0,336.4545,0.6364,75.0,0.0,38,48,2.174,45,173,130,4.0,336.4545,0.6364,75.0,0.0,75,98,4.496,23,460,317,4.0,336.4545,0.6364,75.0,0.0,174.5543
3268,1977A,2015-12-28 04:00:00,山东省,莱州市,0,20,9,0.456,55,37,11,4.0,336.4545,0.6364,75.0,0.0,75,57,2.341,34,290,187,4.0,336.4545,0.6364,75.0,0.0,18,56,2.627,2,101,59,4.0,336.4545,0.6364,75.0,0.0,67.17946
3276,1977A,2015-12-28 12:00:00,山东省,莱州市,0,11,8,0.364,61,48,10,4.0,336.4545,0.6364,75.0,0.0,45,49,2.329,34,272,196,4.0,336.4545,0.6364,75.0,0.0,38,48,2.174,45,173,130,4.0,336.4545,0.6364,75.0,0.0,41.14503
3292,1977A,2015-12-29 04:00:00,山东省,莱州市,125,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,20,9,0.456,55,37,11,4.0,336.4545,0.6364,75.0,0.0,75,57,2.341,34,290,187,4.0,336.4545,0.6364,75.0,0.0,68.57576
3300,1977A,2015-12-29 12:00:00,山东省,莱州市,137,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,11,8,0.364,61,48,10,4.0,336.4545,0.6364,75.0,0.0,45,49,2.329,34,272,196,4.0,336.4545,0.6364,75.0,0.0,68.289246
3316,1977A,2015-12-30 04:00:00,山东省,莱州市,140,58,55,1.454,16,213,125,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,20,9,0.456,55,37,11,4.0,336.4545,0.6364,75.0,0.0,63.45103
3324,1977A,2015-12-30 12:00:00,山东省,莱州市,230,70,45,1.514,57,217,137,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,11,8,0.364,61,48,10,4.0,336.4545,0.6364,75.0,0.0,59.51743
3340,1977A,2015-12-31 04:00:00,山东省,莱州市,74,23,56,1.618,14,222,140,4.0,336.4545,0.6364,75.0,0.0,58,55,1.454,16,213,125,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,149.00002
3348,1977A,2015-12-31 12:00:00,山东省,莱州市,135,66,77,2.0780000000000003,17,321,230,4.0,336.4545,0.6364,75.0,0.0,70,45,1.514,57,217,137,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,135.09239
3916,1978A,2015-12-27 04:00:00,山东省,莱州市,9,51,62,4.802,3,278,223,4.0,336.4545,0.6364,75.0,0.0,12,41,2.467,2,97,66,4.0,336.4545,0.6364,75.0,0.0,34,66,3.617,11,364,289,4.0,336.4545,0.6364,75.0,0.0,143.60457
3924,1978A,2015-12-27 12:00:00,山东省,莱州市,11,53,45,2.509,0,266,186,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,87,80,4.496,13,415,316,4.0,336.4545,0.6364,75.0,0.0,127.02031
3940,1978A,2015-12-28 04:00:00,山东省,莱州市,49,9,7,0.407,0,37,9,4.0,336.4545,0.6364,75.0,0.0,51,62,4.802,3,278,223,4.0,336.4545,0.6364,75.0,0.0,12,41,2.467,2,97,66,4.0,336.4545,0.6364,75.0,0.0,103.14812
3948,1978A,2015-12-28 12:00:00,山东省,莱州市,68,21,10,0.39,0,40,11,4.0,336.4545,0.6364,75.0,0.0,53,45,2.509,0,266,186,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,73.19919
3964,1978A,2015-12-29 04:00:00,山东省,莱州市,156,23,54,1.482,0,84,49,4.0,336.4545,0.6364,75.0,0.0,9,7,0.407,0,37,9,4.0,336.4545,0.6364,75.0,0.0,51,62,4.802,3,278,223,4.0,336.4545,0.6364,75.0,0.0,96.86348
3972,1978A,2015-12-29 12:00:00,山东省,莱州市,147,88,34,1.246,0,103,68,4.0,336.4545,0.6364,75.0,0.0,21,10,0.39,0,40,11,4.0,336.4545,0.6364,75.0,0.0,53,45,2.509,0,266,186,4.0,336.4545,0.6364,75.0,0.0,81.09206
3988,1978A,2015-12-30 04:00:00,山东省,莱州市,142,56,49,1.52,9,202,156,4.0,336.4545,0.6364,75.0,0.0,23,54,1.482,0,84,49,4.0,336.4545,0.6364,75.0,0.0,9,7,0.407,0,37,9,4.0,336.4545,0.6364,75.0,0.0,112.16182
3996,1978A,2015-12-30 12:00:00,山东省,莱州市,239,76,40,1.491,35,225,147,4.0,336.4545,0.6364,75.0,0.0,88,34,1.246,0,103,68,4.0,336.4545,0.6364,75.0,0.0,21,10,0.39,0,40,11,4.0,336.4545,0.6364,75.0,0.0,127.82701
4012,1978A,2015-12-31 04:00:00,山东省,莱州市,78,20,51,1.58,6,187,142,4.0,336.4545,0.6364,75.0,0.0,56,49,1.52,9,202,156,4.0,336.4545,0.6364,75.0,0.0,23,54,1.482,0,84,49,4.0,336.4545,0.6364,75.0,0.0,173.19907
4020,1978A,2015-12-31 12:00:00,山东省,莱州市,119,63,67,1.985,9,285,239,4.0,336.4545,0.6364,75.0,0.0,76,40,1.491,35,225,147,4.0,336.4545,0.6364,75.0,0.0,88,34,1.246,0,103,68,4.0,336.4545,0.6364,75.0,0.0,177.13248
4588,1973A,2015-12-27 04:00:00,山东省,蓬莱市,14,71,78,2.247,8,303,238,4.0,336.4545,0.6364,75.0,0.0,12,21,0.307,50,53,46,4.0,336.4545,0.6364,75.0,0.0,35,63,3.656,34,0,267,4.0,336.4545,0.6364,75.0,0.0,179.61191
4596,1973A,2015-12-27 12:00:00,山东省,蓬莱市,16,16,19,0.307,55,0,45,4.0,336.4545,0.6364,75.0,0.0,23,29,0.804,60,97,87,4.0,336.4545,0.6364,75.0,0.0,37,20,0.222,61,59,43,4.0,336.4545,0.6364,75.0,0.0,40.16582
4612,1973A,2015-12-28 04:00:00,山东省,蓬莱市,20,6,8,0.038,57,32,14,4.0,336.4545,0.6364,75.0,0.0,71,78,2.247,8,303,238,4.0,336.4545,0.6364,75.0,0.0,12,21,0.307,50,53,46,4.0,336.4545,0.6364,75.0,0.0,38.864376
4620,1973A,2015-12-28 12:00:00,山东省,蓬莱市,65,6,11,0.087,54,44,16,4.0,336.4545,0.6364,75.0,0.0,16,19,0.307,55,0,45,4.0,336.4545,0.6364,75.0,0.0,23,29,0.804,60,97,87,4.0,336.4545,0.6364,75.0,0.0,29.718746
4636,1973A,2015-12-29 04:00:00,山东省,蓬莱市,116,9,14,0.305,51,30,20,4.0,336.4545,0.6364,75.0,0.0,6,8,0.038,57,32,14,4.0,336.4545,0.6364,75.0,0.0,71,78,2.247,8,303,238,4.0,336.4545,0.6364,75.0,0.0,85.40727
4644,1973A,2015-12-29 12:00:00,山东省,蓬莱市,126,22,38,0.736,28,81,65,4.0,336.4545,0.6364,75.0,0.0,6,11,0.087,54,44,16,4.0,336.4545,0.6364,75.0,0.0,16,19,0.307,55,0,45,4.0,336.4545,0.6364,75.0,0.0,62.115765
4660,1973A,2015-12-30 04:00:00,山东省,蓬莱市,148,68,57,1.457,27,165,116,4.0,336.4545,0.6364,75.0,0.0,9,14,0.305,51,30,20,4.0,336.4545,0.6364,75.0,0.0,6,8,0.038,57,32,14,4.0,336.4545,0.6364,75.0,0.0,59.63744
4668,1973A,2015-12-30 12:00:00,山东省,蓬莱市,112,60,43,0.98,53,135,126,4.0,336.4545,0.6364,75.0,0.0,22,38,0.736,28,81,65,4.0,336.4545,0.6364,75.0,0.0,6,11,0.087,54,44,16,4.0,336.4545,0.6364,75.0,0.0,60.043995
4684,1973A,2015-12-31 04:00:00,山东省,蓬莱市,17,34,52,1.111,16,158,148,4.0,336.4545,0.6364,75.0,0.0,68,57,1.457,27,165,116,4.0,336.4545,0.6364,75.0,0.0,9,14,0.305,51,30,20,4.0,336.4545,0.6364,75.0,0.0,105.94151
4692,1973A,2015-12-31 12:00:00,山东省,蓬莱市,34,45,64,1.631,17,130,112,4.0,336.4545,0.6364,75.0,0.0,60,43,0.98,53,135,126,4.0,336.4545,0.6364,75.0,0.0,22,38,0.736,28,81,65,4.0,336.4545,0.6364,75.0,0.0,158.6154
5260,1974A,2015-12-27 04:00:00,山东省,蓬莱市,9,87,85,3.052,11,236,154,4.0,336.4545,0.6364,75.0,0.0,20,35,1.042,37,50,36,4.0,336.4545,0.6364,75.0,0.0,13,27,4.837,25,290,201,4.0,336.4545,0.6364,75.0,0.0,105.06944
5268,1974A,2015-12-27 12:00:00,山东省,蓬莱市,11,8,36,0.8490000000000001,52,54,36,4.0,336.4545,0.6364,75.0,0.0,23,36,1.23,58,0,67,4.0,336.4545,0.6364,75.0,0.0,26,38,0.728,57,67,43,4.0,336.4545,0.6364,75.0,0.0,37.49516
5284,1974A,2015-12-28 04:00:00,山东省,蓬莱市,13,14,17,0.584,49,0,9,4.0,336.4545,0.6364,75.0,0.0,87,85,3.052,11,236,154,4.0,336.4545,0.6364,75.0,0.0,20,35,1.042,37,50,36,4.0,336.4545,0.6364,75.0,0.0,33.106205
5292,1974A,2015-12-28 12:00:00,山东省,蓬莱市,43,8,56,0.547,49,17,11,4.0,336.4545,0.6364,75.0,0.0,8,36,0.8490000000000001,52,54,36,4.0,336.4545,0.6364,75.0,0.0,23,36,1.23,58,0,67,4.0,336.4545,0.6364,75.0,0.0,34.6346
5308,1974A,2015-12-29 04:00:00,山东省,蓬莱市,87,17,28,1.101,44,31,13,4.0,336.4545,0.6364,75.0,0.0,14,17,0.584,49,0,9,4.0,336.4545,0.6364,75.0,0.0,87,85,3.052,11,236,154,4.0,336.4545,0.6364,75.0,0.0,83.04634
5316,1974A,2015-12-29 12:00:00,山东省,蓬莱市,126,25,44,1.197,30,64,43,4.0,336.4545,0.6364,75.0,0.0,8,56,0.547,49,17,11,4.0,336.4545,0.6364,75.0,0.0,8,36,0.8490000000000001,52,54,36,4.0,336.4545,0.6364,75.0,0.0,59.20902
5332,1974A,2015-12-30 04:00:00,山东省,蓬莱市,102,48,47,2.375,23,138,87,4.0,336.4545,0.6364,75.0,0.0,17,28,1.101,44,31,13,4.0,336.4545,0.6364,75.0,0.0,14,17,0.584,49,0,9,4.0,336.4545,0.6364,75.0,0.0,60.16084
5340,1974A,2015-12-30 12:00:00,山东省,蓬莱市,149,50,51,1.689,46,141,126,4.0,336.4545,0.6364,75.0,0.0,25,44,1.197,30,64,43,4.0,336.4545,0.6364,75.0,0.0,8,56,0.547,49,17,11,4.0,336.4545,0.6364,75.0,0.0,62.131336
5356,1974A,2015-12-31 04:00:00,山东省,蓬莱市,18,21,34,1.922,13,135,102,4.0,336.4545,0.6364,75.0,0.0,48,47,2.375,23,138,87,4.0,336.4545,0.6364,75.0,0.0,17,28,1.101,44,31,13,4.0,336.4545,0.6364,75.0,0.0,92.47575
5364,1974A,2015-12-31 12:00:00,山东省,蓬莱市,58,18,90,2.568,21,225,149,4.0,336.4545,0.6364,75.0,0.0,50,51,1.689,46,141,126,4.0,336.4545,0.6364,75.0,0.0,25,44,1.197,30,64,43,4.0,336.4545,0.6364,75.0,0.0,157.53702
5932,1975A,2015-12-27 04:00:00,山东省,招远市,9,14,28,3.219,0,239,175,4.0,336.4545,0.6364,75.0,0.0,55,13,1.36,9,81,55,4.0,336.4545,0.6364,75.0,0.0,69,18,3.0980000000000003,34,354,259,4.0,336.4545,0.6364,75.0,0.0,144.06902
5940,1975A,2015-12-27 12:00:00,山东省,招远市,11,28,26,2.458,2,331,233,4.0,336.4545,0.6364,75.0,0.0,32,11,1.525,16,118,78,4.0,336.4545,0.6364,75.0,0.0,64,18,3.139,39,418,291,4.0,336.4545,0.6364,75.0,0.0,139.44807
5956,1975A,2015-12-28 04:00:00,山东省,招远市,53,12,3,0.298,20,24,9,4.0,336.4545,0.6364,75.0,0.0,14,28,3.219,0,239,175,4.0,336.4545,0.6364,75.0,0.0,55,13,1.36,9,81,55,4.0,336.4545,0.6364,75.0,0.0,55.069057
5964,1975A,2015-12-28 12:00:00,山东省,招远市,0,19,5,0.316,23,39,11,4.0,336.4545,0.6364,75.0,0.0,28,26,2.458,2,331,233,4.0,336.4545,0.6364,75.0,0.0,32,11,1.525,16,118,78,4.0,336.4545,0.6364,75.0,0.0,58.640965
5980,1975A,2015-12-29 04:00:00,山东省,招远市,0,13,13,1.094,4,75,53,4.0,336.4545,0.6364,75.0,0.0,12,3,0.298,20,24,9,4.0,336.4545,0.6364,75.0,0.0,14,28,3.219,0,239,175,4.0,336.4545,0.6364,75.0,0.0,106.12271
5988,1975A,2015-12-29 12:00:00,山东省,招远市,211,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,19,5,0.316,23,39,11,4.0,336.4545,0.6364,75.0,0.0,28,26,2.458,2,331,233,4.0,336.4545,0.6364,75.0,0.0,65.78865
6004,1975A,2015-12-30 04:00:00,山东省,招远市,163,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,13,13,1.094,4,75,53,4.0,336.4545,0.6364,75.0,0.0,12,3,0.298,20,24,9,4.0,336.4545,0.6364,75.0,0.0,25.338154
6012,1975A,2015-12-30 12:00:00,山东省,招远市,207,0,29,2.351,3,352,211,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,19,5,0.316,23,39,11,4.0,336.4545,0.6364,75.0,0.0,116.90144
6028,1975A,2015-12-31 04:00:00,山东省,招远市,47,0,39,2.286,1,214,163,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,13,13,1.094,4,75,53,4.0,336.4545,0.6364,75.0,0.0,96.79021
6036,1975A,2015-12-31 12:00:00,山东省,招远市,55,0,49,1.925,1,308,207,4.0,336.4545,0.6364,75.0,0.0,0,29,2.351,3,352,211,4.0,336.4545,0.6364,75.0,0.0,0,0,0.0,0,0,0,4.0,336.4545,0.6364,75.0,0.0,160.15442
6604,1976A,2015-12-27 04:00:00,山东省,招远市,13,24,80,3.179,4,247,158,4.0,336.4545,0.6364,75.0,0.0,12,27,0.97,5,74,46,4.0,336.4545,0.6364,75.0,0.0,25,52,2.6910000000000003,13,371,263,4.0,336.4545,0.6364,75.0,0.0,113.39249
6612,1976A,2015-12-27 12:00:00,山东省,招远市,16,78,51,2.258,25,300,222,4.0,336.4545,0.6364,75.0,0.0,13,35,1.723,27,135,101,4.0,336.4545,0.6364,75.0,0.0,21,48,3.059,19,438,299,4.0,336.4545,0.6364,75.0,0.0,116.26912
6628,1976A,2015-12-28 04:00:00,山东省,招远市,48,24,11,0.33,61,41,13,4.0,336.4545,0.6364,75.0,0.0,24,80,3.179,4,247,158,4.0,336.4545,0.6364,75.0,0.0,12,27,0.97,5,74,46,4.0,336.4545,0.6364,75.0,0.0,28.959885
6636,1976A,2015-12-28 12:00:00,山东省,招远市,74,12,18,0.433,58,48,16,4.0,336.4545,0.6364,75.0,0.0,78,51,2.258,25,300,222,4.0,336.4545,0.6364,75.0,0.0,13,35,1.723,27,135,101,4.0,336.4545,0.6364,75.0,0.0,42.052334
