,site_code,publish_time,province,city,PM2_5,SO2_1,NO2_1,CO_1,O3_1,PM10_1,PM2_5_1,wind_power_1,wind_direction_1,temperature_1,relative_humidity_1,precipitation_1,SO2_2,NO2_2,CO_2,O3_2,PM10_2,PM2_5_2,wind_power_2,wind_direction_2,temperature_2,relative_humidity_2,precipitation_2,SO2_3,NO2_3,CO_3,O3_3,PM10_3,PM2_5_3,wind_power_3,wind_direction_3,temperature_3,relative_humidity_3,precipitation_3,PM2_5_pred
50964,1971A,2015-12-27 12:00:00,山东省,平度市,19,110,78,2.526,19,385,244,2.8333,307.5,-1.1667,86.5,0.0,35,54,2.0780000000000003,15,179,137,2.8333,307.5,-1.1667,86.5,0.0,56,66,3.585,27,372,298,2.8333,307.5,-1.1667,86.5,0.0,128.98021
50980,1971A,2015-12-28 04:00:00,山东省,平度市,29,20,0,0.42,34,31,7,2.8333,307.5,-1.1667,86.5,0.0,33,66,3.877,2,372,241,2.8333,307.5,-1.1667,86.5,0.0,13,59,2.869,2,85,64,2.8333,307.5,-1.1667,86.5,0.0,81.89862
50988,1971A,2015-12-28 12:00:00,山东省,平度市,76,19,14,0.485,34,38,19,2.8333,307.5,-1.1667,86.5,0.0,110,78,2.526,19,385,244,2.8333,307.5,-1.1667,86.5,0.0,35,54,2.0780000000000003,15,179,137,2.8333,307.5,-1.1667,86.5,0.0,94.74272
51004,1971A,2015-12-29 04:00:00,山东省,平度市,143,24,29,0.7859999999999999,18,51,29,2.8333,307.5,-1.1667,86.5,0.0,20,0,0.42,34,31,7,2.8333,307.5,-1.1667,86.5,0.0,33,66,3.877,2,372,241,2.8333,307.5,-1.1667,86.5,0.0,127.7832
51012,1971A,2015-12-29 12:00:00,山东省,平度市,171,74,40,1.384,24,109,76,2.8333,307.5,-1.1667,86.5,0.0,19,14,0.485,34,38,19,2.8333,307.5,-1.1667,86.5,0.0,110,78,2.526,19,385,244,2.8333,307.5,-1.1667,86.5,0.0,134.892
51028,1971A,2015-12-30 04:00:00,山东省,平度市,185,47,70,3.072,2,201,143,2.8333,307.5,-1.1667,86.5,0.0,24,29,0.7859999999999999,18,51,29,2.8333,307.5,-1.1667,86.5,0.0,20,0,0.42,34,31,7,2.8333,307.5,-1.1667,86.5,0.0,75.84575
51036,1971A,2015-12-30 12:00:00,山东省,平度市,274,96,58,1.803,21,247,171,2.8333,307.5,-1.1667,86.5,0.0,74,40,1.384,24,109,76,2.8333,307.5,-1.1667,86.5,0.0,19,14,0.485,34,38,19,2.8333,307.5,-1.1667,86.5,0.0,118.407486
51052,1971A,2015-12-31 04:00:00,山东省,平度市,110,42,62,3.129,2,216,185,2.8333,307.5,-1.1667,86.5,0.0,47,70,3.072,2,201,143,2.8333,307.5,-1.1667,86.5,0.0,24,29,0.7859999999999999,18,51,29,2.8333,307.5,-1.1667,86.5,0.0,168.57806
51060,1971A,2015-12-31 12:00:00,山东省,平度市,141,367,52,2.2030000000000003,3,354,274,2.8333,307.5,-1.1667,86.5,0.0,96,58,1.803,21,247,171,2.8333,307.5,-1.1667,86.5,0.0,74,40,1.384,24,109,76,2.8333,307.5,-1.1667,86.5,0.0,221.72742
51628,1972A,2015-12-27 04:00:00,山东省,平度市,9,18,69,3.1,2,386,222,2.8333,307.5,-1.1667,86.5,0.0,3,56,2.656,2,66,57,2.8333,307.5,-1.1667,86.5,0.0,24,66,2.766,14,381,277,2.8333,307.5,-1.1667,86.5,0.0,115.8362
51636,1972A,2015-12-27 12:00:00,山东省,平度市,13,76,61,2.2,0,327,205,2.8333,307.5,-1.1667,86.5,0.0,28,52,1.845,28,218,124,2.8333,307.5,-1.1667,86.5,0.0,47,61,3.287,59,389,302,2.8333,307.5,-1.1667,86.5,0.0,168.36343
51652,1972A,2015-12-28 04:00:00,山东省,平度市,29,14,15,0.142,0,46,9,2.8333,307.5,-1.1667,86.5,0.0,18,69,3.1,2,386,222,2.8333,307.5,-1.1667,86.5,0.0,3,56,2.656,2,66,57,2.8333,307.5,-1.1667,86.5,0.0,86.62796
51660,1972A,2015-12-28 12:00:00,山东省,平度市,56,7,11,0.069,0,41,13,2.8333,307.5,-1.1667,86.5,0.0,76,61,2.2,0,327,205,2.8333,307.5,-1.1667,86.5,0.0,28,52,1.845,28,218,124,2.8333,307.5,-1.1667,86.5,0.0,107.79941
51676,1972A,2015-12-29 04:00:00,山东省,平度市,151,18,43,0.591,0,45,29,2.8333,307.5,-1.1667,86.5,0.0,14,15,0.142,0,46,9,2.8333,307.5,-1.1667,86.5,0.0,18,69,3.1,2,386,222,2.8333,307.5,-1.1667,86.5,0.0,87.10045
51684,1972A,2015-12-29 12:00:00,山东省,平度市,43,55,33,0.934,37,119,56,2.8333,307.5,-1.1667,86.5,0.0,7,11,0.069,0,41,13,2.8333,307.5,-1.1667,86.5,0.0,76,61,2.2,0,327,205,2.8333,307.5,-1.1667,86.5,0.0,82.34857
51700,1972A,2015-12-30 04:00:00,山东省,平度市,137,66,85,2.086,3,234,151,2.8333,307.5,-1.1667,86.5,0.0,18,43,0.591,0,45,29,2.8333,307.5,-1.1667,86.5,0.0,14,15,0.142,0,46,9,2.8333,307.5,-1.1667,86.5,0.0,76.604355
51708,1972A,2015-12-30 12:00:00,山东省,平度市,83,72,50,1.405,50,228,43,2.8333,307.5,-1.1667,86.5,0.0,55,33,0.934,37,119,56,2.8333,307.5,-1.1667,86.5,0.0,7,11,0.069,0,41,13,2.8333,307.5,-1.1667,86.5,0.0,80.912445
51724,1972A,2015-12-31 04:00:00,山东省,平度市,106,23,67,1.45,5,191,137,2.8333,307.5,-1.1667,86.5,0.0,66,85,2.086,3,234,151,2.8333,307.5,-1.1667,86.5,0.0,18,43,0.591,0,45,29,2.8333,307.5,-1.1667,86.5,0.0,176.18578
51732,1972A,2015-12-31 12:00:00,山东省,平度市,132,113,66,1.829,24,342,83,2.8333,307.5,-1.1667,86.5,0.0,72,50,1.405,50,228,43,2.8333,307.5,-1.1667,86.5,0.0,55,33,0.934,37,119,56,2.8333,307.5,-1.1667,86.5,0.0,120.0132
52300,1965A,2015-12-27 04:00:00,山东省,胶南市,0,50,83,2.244,18,202,143,2.8333,307.5,-1.1667,86.5,0.0,38,50,1.616,25,180,116,2.8333,307.5,-1.1667,86.5,0.0,78,60,2.531,34,412,306,2.8333,307.5,-1.1667,86.5,0.0,120.32353
52308,1965A,2015-12-27 12:00:00,山东省,胶南市,12,86,97,2.302,43,269,171,2.8333,307.5,-1.1667,86.5,0.0,58,58,2.984,60,256,186,2.8333,307.5,-1.1667,86.5,0.0,52,65,2.909,40,374,284,2.8333,307.5,-1.1667,86.5,0.0,118.49672
52324,1965A,2015-12-28 04:00:00,山东省,胶南市,28,21,23,0.466,49,0,0,2.8333,307.5,-1.1667,86.5,0.0,50,83,2.244,18,202,143,2.8333,307.5,-1.1667,86.5,0.0,38,50,1.616,25,180,116,2.8333,307.5,-1.1667,86.5,0.0,77.194046
52332,1965A,2015-12-28 12:00:00,山东省,胶南市,42,16,19,0.4,63,67,12,2.8333,307.5,-1.1667,86.5,0.0,86,97,2.302,43,269,171,2.8333,307.5,-1.1667,86.5,0.0,58,58,2.984,60,256,186,2.8333,307.5,-1.1667,86.5,0.0,89.60324
52348,1965A,2015-12-29 04:00:00,山东省,胶南市,123,31,24,0.415,51,54,28,2.8333,307.5,-1.1667,86.5,0.0,21,23,0.466,49,0,0,2.8333,307.5,-1.1667,86.5,0.0,50,83,2.244,18,202,143,2.8333,307.5,-1.1667,86.5,0.0,83.696976
52356,1965A,2015-12-29 12:00:00,山东省,胶南市,98,34,36,0.733,57,89,42,2.8333,307.5,-1.1667,86.5,0.0,16,19,0.4,63,67,12,2.8333,307.5,-1.1667,86.5,0.0,86,97,2.302,43,269,171,2.8333,307.5,-1.1667,86.5,0.0,103.75246
52372,1965A,2015-12-30 04:00:00,山东省,胶南市,89,57,57,1.11,23,245,123,2.8333,307.5,-1.1667,86.5,0.0,31,24,0.415,51,54,28,2.8333,307.5,-1.1667,86.5,0.0,21,23,0.466,49,0,0,2.8333,307.5,-1.1667,86.5,0.0,81.04161
52380,1965A,2015-12-30 12:00:00,山东省,胶南市,152,40,45,0.887,60,188,98,2.8333,307.5,-1.1667,86.5,0.0,34,36,0.733,57,89,42,2.8333,307.5,-1.1667,86.5,0.0,16,19,0.4,63,67,12,2.8333,307.5,-1.1667,86.5,0.0,70.43918
52396,1965A,2015-12-31 04:00:00,山东省,胶南市,230,30,42,1.177,61,186,89,2.8333,307.5,-1.1667,86.5,0.0,57,57,1.11,23,245,123,2.8333,307.5,-1.1667,86.5,0.0,31,24,0.415,51,54,28,2.8333,307.5,-1.1667,86.5,0.0,81.90921
52404,1965A,2015-12-31 12:00:00,山东省,胶南市,174,72,75,1.3330000000000002,36,297,152,2.8333,307.5,-1.1667,86.5,0.0,40,45,0.887,60,188,98,2.8333,307.5,-1.1667,86.5,0.0,34,36,0.733,57,89,42,2.8333,307.5,-1.1667,86.5,0.0,104.63464
52972,1966A,2015-12-27 04:00:00,山东省,胶南市,14,63,55,3.899,4,440,316,2.8333,307.5,-1.1667,86.5,0.0,32,32,2.491,13,256,131,2.8333,307.5,-1.1667,86.5,0.0,82,47,3.056,26,491,370,2.8333,307.5,-1.1667,86.5,0.0,200.18942
52980,1966A,2015-12-27 12:00:00,山东省,胶南市,13,62,52,3.384,28,400,226,2.8333,307.5,-1.1667,86.5,0.0,69,50,4.275,28,451,252,2.8333,307.5,-1.1667,86.5,0.0,59,49,4.195,26,572,504,2.8333,307.5,-1.1667,86.5,0.0,167.23521
52996,1966A,2015-12-28 04:00:00,山东省,胶南市,0,16,8,1.483,35,55,14,2.8333,307.5,-1.1667,86.5,0.0,63,55,3.899,4,440,316,2.8333,307.5,-1.1667,86.5,0.0,32,32,2.491,13,256,131,2.8333,307.5,-1.1667,86.5,0.0,104.241196
53004,1966A,2015-12-28 12:00:00,山东省,胶南市,0,13,6,6.671,43,50,13,2.8333,307.5,-1.1667,86.5,0.0,62,52,3.384,28,400,226,2.8333,307.5,-1.1667,86.5,0.0,69,50,4.275,28,451,252,2.8333,307.5,-1.1667,86.5,0.0,151.06029
53020,1966A,2015-12-29 04:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,16,8,1.483,35,55,14,2.8333,307.5,-1.1667,86.5,0.0,63,55,3.899,4,440,316,2.8333,307.5,-1.1667,86.5,0.0,90.61427
53028,1966A,2015-12-29 12:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,13,6,6.671,43,50,13,2.8333,307.5,-1.1667,86.5,0.0,62,52,3.384,28,400,226,2.8333,307.5,-1.1667,86.5,0.0,72.208725
53044,1966A,2015-12-30 04:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,16,8,1.483,35,55,14,2.8333,307.5,-1.1667,86.5,0.0,50.26614
53052,1966A,2015-12-30 12:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,13,6,6.671,43,50,13,2.8333,307.5,-1.1667,86.5,0.0,42.06702
53068,1966A,2015-12-31 04:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,29.287552
53076,1966A,2015-12-31 12:00:00,山东省,胶南市,0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,0,0,0.0,0,0,0,2.8333,307.5,-1.1667,86.5,0.0,29.287552
53644,1969A,2015-12-27 04:00:00,山东省,莱西市,9,28,66,4.4,7,374,224,2.8333,307.5,-1.1667,86.5,0.0,25,32,2.192,6,128,89,2.8333,307.5,-1.1667,86.5,0.0,38,42,2.682,56,269,209,2.8333,307.5,-1.1667,86.5,0.0,109.87926
53652,1969A,2015-12-27 12:00:00,山东省,莱西市,19,40,53,3.575,23,247,188,2.8333,307.5,-1.1667,86.5,0.0,38,34,1.936,16,127,79,2.8333,307.5,-1.1667,86.5,0.0,60,36,2.186,80,265,196,2.8333,307.5,-1.1667,86.5,0.0,85.747314
53668,1969A,2015-12-28 04:00:00,山东省,莱西市,24,10,5,0.343,56,25,9,2.8333,307.5,-1.1667,86.5,0.0,28,66,4.4,7,374,224,2.8333,307.5,-1.1667,86.5,0.0,25,32,2.192,6,128,89,2.8333,307.5,-1.1667,86.5,0.0,38.782192
53676,1969A,2015-12-28 12:00:00,山东省,莱西市,43,12,5,0.392,60,37,19,2.8333,307.5,-1.1667,86.5,0.0,40,53,3.575,23,247,188,2.8333,307.5,-1.1667,86.5,0.0,38,34,1.936,16,127,79,2.8333,307.5,-1.1667,86.5,0.0,40.2878
53692,1969A,2015-12-29 04:00:00,山东省,莱西市,174,21,15,0.7070000000000001,28,44,24,2.8333,307.5,-1.1667,86.5,0.0,10,5,0.343,56,25,9,2.8333,307.5,-1.1667,86.5,0.0,28,66,4.4,7,374,224,2.8333,307.5,-1.1667,86.5,0.0,94.61888
53700,1969A,2015-12-29 12:00:00,山东省,莱西市,140,60,20,1.12,48,90,43,2.8333,307.5,-1.1667,86.5,0.0,12,5,0.392,60,37,19,2.8333,307.5,-1.1667,86.5,0.0,40,53,3.575,23,247,188,2.8333,307.5,-1.1667,86.5,0.0,121.208115
53716,1969A,2015-12-30 04:00:00,山东省,莱西市,106,88,32,3.774,10,246,174,2.8333,307.5,-1.1667,86.5,0.0,21,15,0.7070000000000001,28,44,24,2.8333,307.5,-1.1667,86.5,0.0,10,5,0.343,56,25,9,2.8333,307.5,-1.1667,86.5,0.0,79.0874
53724,1969A,2015-12-30 12:00:00,山东省,莱西市,205,91,30,1.56,46,202,140,2.8333,307.5,-1.1667,86.5,0.0,60,20,1.12,48,90,43,2.8333,307.5,-1.1667,86.5,0.0,12,5,0.392,60,37,19,2.8333,307.5,-1.1667,86.5,0.0,71.70163
53740,1969A,2015-12-31 04:00:00,山东省,莱西市,67,41,36,1.723,3,165,106,2.8333,307.5,-1.1667,86.5,0.0,88,32,3.774,10,246,174,2.8333,307.5,-1.1667,86.5,0.0,21,15,0.7070000000000001,28,44,24,2.8333,307.5,-1.1667,86.5,0.0,114.81647
53748,1969A,2015-12-31 12:00:00,山东省,莱西市,27,97,35,2.675,11,311,205,2.8333,307.5,-1.1667,86.5,0.0,91,30,1.56,46,202,140,2.8333,307.5,-1.1667,86.5,0.0,60,20,1.12,48,90,43,2.8333,307.5,-1.1667,86.5,0.0,207.42627
54316,1970A,2015-12-27 04:00:00,山东省,莱西市,5,24,79,3.841,2,380,170,2.8333,307.5,-1.1667,86.5,0.0,27,46,1.862,3,70,36,2.8333,307.5,-1.1667,86.5,0.0,45,33,2.6060000000000003,54,294,184,2.8333,307.5,-1.1667,86.5,0.0,87.48401
54324,1970A,2015-12-27 12:00:00,山东省,莱西市,8,27,58,3.2910000000000004,22,242,125,2.8333,307.5,-1.1667,86.5,0.0,26,43,1.79,17,91,61,2.8333,307.5,-1.1667,86.5,0.0,57,22,2.053,79,253,169,2.8333,307.5,-1.1667,86.5,0.0,86.46243
54340,1970A,2015-12-28 04:00:00,山东省,莱西市,16,12,5,0.385,53,18,5,2.8333,307.5,-1.1667,86.5,0.0,24,79,3.841,2,380,170,2.8333,307.5,-1.1667,86.5,0.0,27,46,1.862,3,70,36,2.8333,307.5,-1.1667,86.5,0.0,47.57443
54348,1970A,2015-12-28 12:00:00,山东省,莱西市,43,10,1,0.452,60,29,8,2.8333,307.5,-1.1667,86.5,0.0,27,58,3.2910000000000004,22,242,125,2.8333,307.5,-1.1667,86.5,0.0,26,43,1.79,17,91,61,2.8333,307.5,-1.1667,86.5,0.0,38.422405
54364,1970A,2015-12-29 04:00:00,山东省,莱西市,146,22,47,0.54,5,35,16,2.8333,307.5,-1.1667,86.5,0.0,12,5,0.385,53,18,5,2.8333,307.5,-1.1667,86.5,0.0,24,79,3.841,2,380,170,2.8333,307.5,-1.1667,86.5,0.0,79.05499
54372,1970A,2015-12-29 12:00:00,山东省,莱西市,134,52,25,1.078,52,75,43,2.8333,307.5,-1.1667,86.5,0.0,10,1,0.452,60,29,8,2.8333,307.5,-1.1667,86.5,0.0,27,58,3.2910000000000004,22,242,125,2.8333,307.5,-1.1667,86.5,0.0,81.90025
54388,1970A,2015-12-30 04:00:00,山东省,莱西市,88,96,65,3.555,2,247,146,2.8333,307.5,-1.1667,86.5,0.0,22,47,0.54,5,35,16,2.8333,307.5,-1.1667,86.5,0.0,12,5,0.385,53,18,5,2.8333,307.5,-1.1667,86.5,0.0,64.094025
54396,1970A,2015-12-30 12:00:00,山东省,莱西市,153,86,47,1.491,50,244,134,2.8333,307.5,-1.1667,86.5,0.0,52,25,1.078,52,75,43,2.8333,307.5,-1.1667,86.5,0.0,10,1,0.452,60,29,8,2.8333,307.5,-1.1667,86.5,0.0,75.391556
54412,1970A,2015-12-31 04:00:00,山东省,莱西市,62,49,71,1.321,4,160,88,2.8333,307.5,-1.1667,86.5,0.0,96,65,3.555,2,247,146,2.8333,307.5,-1.1667,86.5,0.0,22,47,0.54,5,35,16,2.8333,307.5,-1.1667,86.5,0.0,128.3029
54420,1970A,2015-12-31 12:00:00,山东省,莱西市,44,85,63,1.894,16,253,153,2.8333,307.5,-1.1667,86.5,0.0,86,47,1.491,50,244,134,2.8333,307.5,-1.1667,86.5,0.0,52,25,1.078,52,75,43,2.8333,307.5,-1.1667,86.5,0.0,183.97455
54988,1631A,2015-12-27 04:00:00,山东省,淄博市,25,171,68,1.581,7,268,156,1.75,156.125,0.875,69.125,0.0,202,118,4.954,15,803,474,0.875,172.2857,-1.75,95.75,0.0,178,79,3.539,11,499,341,0.875,259.0,0.0,96.25,0.0,109.61522
54996,1631A,2015-12-27 12:00:00,山东省,淄博市,24,187,88,1.779,29,363,201,4.875,92.125,5.875,56.0,0.0,118,75,2.196,52,343,229,4.625,209.625,5.0,59.0,0.0,293,123,6.3610000000000015,17,603,440,1.5,214.875,2.375,77.0,0.0,125.60152
55012,1631A,2015-12-28 04:00:00,山东省,淄博市,79,25,11,0.104,54,34,25,5.25,66.25,-3.125,64.125,0.0,171,68,1.581,7,268,156,1.75,156.125,0.875,69.125,0.0,202,118,4.954,15,803,474,0.875,172.2857,-1.75,95.75,0.0,98.25183
55020,1631A,2015-12-28 12:00:00,山东省,淄博市,116,37,18,0.211,62,39,24,3.375,44.5,-0.375,44.75,0.0,187,88,1.779,29,363,201,4.875,92.125,5.875,56.0,0.0,118,75,2.196,52,343,229,4.625,209.625,5.0,59.0,0.0,97.60185
55036,1631A,2015-12-29 04:00:00,山东省,淄博市,158,116,56,0.96,7,152,79,0.375,215.4,-4.375,72.25,0.0,25,11,0.104,54,34,25,5.25,66.25,-3.125,64.125,0.0,171,68,1.581,7,268,156,1.75,156.125,0.875,69.125,0.0,115.22443
55044,1631A,2015-12-29 12:00:00,山东省,淄博市,88,153,66,1.507,20,223,116,2.25,183.625,2.125,44.125,0.0,37,18,0.211,62,39,24,3.375,44.5,-0.375,44.75,0.0,187,88,1.779,29,363,201,4.875,92.125,5.875,56.0,0.0,114.38324
55060,1631A,2015-12-30 04:00:00,山东省,淄博市,122,107,65,1.418,7,200,158,2.0,166.0,-2.375,78.375,0.0,116,56,0.96,7,152,79,0.375,215.4,-4.375,72.25,0.0,25,11,0.104,54,34,25,5.25,66.25,-3.125,64.125,0.0,164.83508
55068,1631A,2015-12-30 12:00:00,山东省,淄博市,247,57,31,0.84,57,131,88,5.125,210.25,4.375,61.75,0.0,153,66,1.507,20,223,116,2.25,183.625,2.125,44.125,0.0,37,18,0.211,62,39,24,3.375,44.5,-0.375,44.75,0.0,106.72217
55084,1631A,2015-12-31 04:00:00,山东省,淄博市,248,126,60,1.411,5,201,122,0.375,221.4286,-0.75,88.0,0.0,107,65,1.418,7,200,158,2.0,166.0,-2.375,78.375,0.0,116,56,0.96,7,152,79,0.375,215.4,-4.375,72.25,0.0,279.81262
55092,1631A,2015-12-31 12:00:00,山东省,淄博市,54,132,66,2.742,27,369,247,3.375,232.625,4.75,52.75,0.0,57,31,0.84,57,131,88,5.125,210.25,4.375,61.75,0.0,153,66,1.507,20,223,116,2.25,183.625,2.125,44.125,0.0,182.79381
55660,1632A,2015-12-27 04:00:00,山东省,淄博市,31,138,96,1.378,5,222,133,1.75,156.125,0.875,69.125,0.0,201,152,7.385,4,521,371,0.875,172.2857,-1.75,95.75,0.0,296,117,6.396,7,483,272,0.875,259.0,0.0,96.25,0.0,94.58452
55668,1632A,2015-12-27 12:00:00,山东省,淄博市,26,171,96,2.32,31,334,182,4.875,92.125,5.875,56.0,0.0,213,112,3.49,35,453,221,4.625,209.625,5.0,59.0,0.0,273,143,6.891,12,662,364,1.5,214.875,2.375,77.0,0.0,133.56042
55684,1632A,2015-12-28 04:00:00,山东省,淄博市,63,22,18,0.34700000000000003,45,36,31,5.25,66.25,-3.125,64.125,0.0,138,96,1.378,5,222,133,1.75,156.125,0.875,69.125,0.0,201,152,7.385,4,521,371,0.875,172.2857,-1.75,95.75,0.0,67.07393
55692,1632A,2015-12-28 12:00:00,山东省,淄博市,86,45,24,0.546,53,49,26,3.375,44.5,-0.375,44.75,0.0,171,96,2.32,31,334,182,4.875,92.125,5.875,56.0,0.0,213,112,3.49,35,453,221,4.625,209.625,5.0,59.0,0.0,97.37935
55708,1632A,2015-12-29 04:00:00,山东省,淄博市,146,75,73,1.726,4,156,63,0.375,215.4,-4.375,72.25,0.0,22,18,0.34700000000000003,45,36,31,5.25,66.25,-3.125,64.125,0.0,138,96,1.378,5,222,133,1.75,156.125,0.875,69.125,0.0,114.48279
55716,1632A,2015-12-29 12:00:00,山东省,淄博市,95,220,73,2.062,24,155,86,2.25,183.625,2.125,44.125,0.0,45,24,0.546,53,49,26,3.375,44.5,-0.375,44.75,0.0,171,96,2.32,31,334,182,4.875,92.125,5.875,56.0,0.0,114.24515
55732,1632A,2015-12-30 04:00:00,山东省,淄博市,140,133,82,1.5730000000000002,4,249,146,2.0,166.0,-2.375,78.375,0.0,75,73,1.726,4,156,63,0.375,215.4,-4.375,72.25,0.0,22,18,0.34700000000000003,45,36,31,5.25,66.25,-3.125,64.125,0.0,156.6681
55740,1632A,2015-12-30 12:00:00,山东省,淄博市,248,70,42,0.913,49,131,95,5.125,210.25,4.375,61.75,0.0,220,73,2.062,24,155,86,2.25,183.625,2.125,44.125,0.0,45,24,0.546,53,49,26,3.375,44.5,-0.375,44.75,0.0,90.53223
55756,1632A,2015-12-31 04:00:00,山东省,淄博市,208,214,94,1.672,4,233,140,0.375,221.4286,-0.75,88.0,0.0,133,82,1.5730000000000002,4,249,146,2.0,166.0,-2.375,78.375,0.0,75,73,1.726,4,156,63,0.375,215.4,-4.375,72.25,0.0,249.17177
55764,1632A,2015-12-31 12:00:00,山东省,淄博市,107,203,92,4.852,23,444,248,3.375,232.625,4.75,52.75,0.0,70,42,0.913,49,131,95,5.125,210.25,4.375,61.75,0.0,220,73,2.062,24,155,86,2.25,183.625,2.125,44.125,0.0,166.6477
56332,1633A,2015-12-27 04:00:00,山东省,淄博市,41,120,67,3.762,5,279,184,1.75,156.125,0.875,69.125,0.0,135,85,4.806,5,448,341,0.875,172.2857,-1.75,95.75,0.0,159,88,6.186,8,736,542,0.875,259.0,0.0,96.25,0.0,107.42235
56340,1633A,2015-12-27 12:00:00,山东省,淄博市,40,192,73,3.388,16,234,162,4.875,92.125,5.875,56.0,0.0,68,56,4.1080000000000005,24,371,293,4.625,209.625,5.0,59.0,0.0,208,135,5.529,7,0,520,1.5,214.875,2.375,77.0,0.0,139.5463
56356,1633A,2015-12-28 04:00:00,山东省,淄博市,58,29,13,1.59,20,63,41,5.25,66.25,-3.125,64.125,0.0,120,67,3.762,5,279,184,1.75,156.125,0.875,69.125,0.0,135,85,4.806,5,448,341,0.875,172.2857,-1.75,95.75,0.0,45.408527
56364,1633A,2015-12-28 12:00:00,山东省,淄博市,124,32,17,1.734,24,75,40,3.375,44.5,-0.375,44.75,0.0,192,73,3.388,16,234,162,4.875,92.125,5.875,56.0,0.0,68,56,4.1080000000000005,24,371,293,4.625,209.625,5.0,59.0,0.0,83.91579
56380,1633A,2015-12-29 04:00:00,山东省,淄博市,160,63,34,2.097,7,100,58,0.375,215.4,-4.375,72.25,0.0,29,13,1.59,20,63,41,5.25,66.25,-3.125,64.125,0.0,120,67,3.762,5,279,184,1.75,156.125,0.875,69.125,0.0,114.35188
56388,1633A,2015-12-29 12:00:00,山东省,淄博市,108,60,33,2.917,18,256,124,2.25,183.625,2.125,44.125,0.0,32,17,1.734,24,75,40,3.375,44.5,-0.375,44.75,0.0,192,73,3.388,16,234,162,4.875,92.125,5.875,56.0,0.0,121.19141
56404,1633A,2015-12-30 04:00:00,山东省,淄博市,139,108,50,2.986,6,215,160,2.0,166.0,-2.375,78.375,0.0,63,34,2.097,7,100,58,0.375,215.4,-4.375,72.25,0.0,29,13,1.59,20,63,41,5.25,66.25,-3.125,64.125,0.0,161.18184
56412,1633A,2015-12-30 12:00:00,山东省,淄博市,129,34,18,2.182,23,163,108,5.125,210.25,4.375,61.75,0.0,60,33,2.917,18,256,124,2.25,183.625,2.125,44.125,0.0,32,17,1.734,24,75,40,3.375,44.5,-0.375,44.75,0.0,159.28474
56428,1633A,2015-12-31 04:00:00,山东省,淄博市,175,56,46,2.529,14,200,139,0.375,221.4286,-0.75,88.0,0.0,108,50,2.986,6,215,160,2.0,166.0,-2.375,78.375,0.0,63,34,2.097,7,100,58,0.375,215.4,-4.375,72.25,0.0,213.69463
56436,1633A,2015-12-31 12:00:00,山东省,淄博市,67,62,33,2.174,25,378,129,3.375,232.625,4.75,52.75,0.0,34,18,2.182,23,163,108,5.125,210.25,4.375,61.75,0.0,60,33,2.917,18,256,124,2.25,183.625,2.125,44.125,0.0,94.133514
57004,1634A,2015-12-27 04:00:00,山东省,淄博市,0,0,0,0.0,0,0,0,1.75,156.125,0.875,69.125,0.0,0,0,0.0,0,0,0,0.875,172.2857,-1.75,95.75,0.0,0,0,0.0,0,0,0,0.875,259.0,0.0,96.25,0.0,28.132019
57012,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
57028,1634A,2015-12-28 04:00:00,山东省,淄博市,0,0,0,0.0,0,0,0,5.25,66.25,-3.125,64.125,0.0,0,0,0.0,0,0,0,1.75,156.125,0.875,69.125,0.0,0,0,0.0,0,0,0,0.875,172.2857,-1.75,95.75,0.0,5.8166084
57036,1634A,2015-12-28 12:00:00,山东省,淄博市,0,0,0,0.0,0,0,0,3.375,44.5,-0.375,44.75,0.0,0,0,0.0,0,0,0,4.875,92.125,5.875,56.0,0.0,0,0,0.0,0,0,0,4.625,209.625,5.0,59.0,0.0,5.696823
57052,1634A,2015-12-29 04:00:00,山东省,淄博市,0,0,0,0.0,0,0,0,0.375,215.4,-4.375,72.25,0.0,0,0,0.0,0,0,0,5.25,66.25,-3.125,64.125,0.0,0,0,0.0,0,0,0,1.75,156.125,0.875,69.125,0.0,38.679432
